MeSH,PMID,abstract,title,chemical
[],31102695,"lithocholic acid is a cytotoxic bile acid oxidized at the c 3 position by human cytochrome p450 3a (cyp3a) to form 3 ketocholanoic acid, but it is not known whether this metabolite is cytotoxic. tocotrienols, in their various isomeric forms, are vitamin e analogues. in the present study, the hypothesis to be tested is that tocotrienols inhibit cyp3a catalyzed lithocholic acid 3 oxidation, thereby influencing lithocholic acid cytotoxicity. our enzyme catalysis experiments indicated that human recombinant cyp3a5 in addition to cyp3a4, liver microsomes, and intestinal microsomes catalyzed lithocholic acid 3 oxidation to form 3 ketocholanoic acid. liver microsomes with the cyp3a5*1/*3 and cyp3a5*3/*3 genotypes were associated with decreased lithocholic acid 3 oxidation. α tocotrienol, γ tocotrienol, δ tocotrienol, and a tocotrienol rich vitamin e mixture, but not α tocopherol (a vitamin e analogue), differentially inhibited lithocholic acid 3 oxidation catalyzed by liver and intestinal microsomes and recombinant cyp3a4 and cyp3a5. compared to lithocholic acid 3 oxidation, cyp3a catalyzed testosterone 6β hydroxylation was inhibited to a lesser extent by α tocotrienol, γ tocotrienol, δ tocotrienol, and a tocotrienol rich vitamin e mixture. δ tocotrienol inhibited lithocholic acid 3 oxidation by a mixed mode. like lithocholic acid, 3 ketocholanoic acid was also cytotoxic in human intestinal and liver cell models. δ tocotrienol decreased the extent of lithocholic acid 3 oxidation and this inhibition was associated with enhanced cytotoxicity in ls180 cells treated with δ tocotrienol and lithocholic acid. overall, vitamin e analogues inhibited in vitro lithocholic acid 3 oxidation in an isomer dependent manner, with inhibition occurring with tocotrienols, but not α tocopherol. the enhanced lithocholic acid toxicity by δ tocotrienol in a human intestinal cell model warrants future investigations in vivo.",Vitamin E analogues differentially inhibit human CYP3A-mediated oxidative metabolism of lithocholic acid: Impact of δ-tocotrienol on lithocholic acid cytotoxicity.,tocotrienol
"['Animals', 'Cell Line, Tumor', 'Dose-Response Relationship, Drug', 'Interferon Type I', 'antagonists & inhibitors', 'metabolism', 'Intramolecular Oxidoreductases', 'antagonists & inhibitors', 'metabolism', 'Melanins', 'antagonists & inhibitors', 'chemical synthesis', 'metabolism', 'Melanoma, Experimental', 'enzymology', 'Mice', 'Monophenol Monooxygenase', 'antagonists & inhibitors', 'metabolism', 'Pregnancy Proteins', 'antagonists & inhibitors', 'metabolism', 'Vitamin E', 'analogs & derivatives', 'pharmacology']",20823559,"in the present study, we investigated the dose dependent effect of delta tocotrienol long term (48, 72 h) on the melanin content of cells treated with delta tocotrienol, and whether cells treated with delta tocotrienol for long a time show cytotoxicity. we also examined whether other enzymes responsible for melanin biosynthesis, tyrosinase related protein 1 (trp 1) and  2 (trp 2), are involved in the decrease in melanin levels. protein levels in cells treated with 25 or 50 microm delta tocotrienol for 48 h or 72 h were similar to those in control cells. melanin content decreased by 44 (25 microm delta tocotrienol) to 50% (50 microm) at 48 h, and by 14 to 21% at 72 h, compared to control levels. tyrosinase activity, amounts of tyrosinase and trp 1 decreased dependent on dose : by 50 (25 microm delta tocotrienol) to 75% (50 microm), 20 to 45% and 42 to 82% at 48 h, and by 25 to 50%, 75 to 80% and 78 to 77% at 72 h, respectively. although the amount of trp 2 increased by 20% on treatment with 25 microm delta tocotrienol for 48 h, it decreased by 52% on treatment with 50 microm delta tocotrienol for 48 h. the amount of trp 2 dose dependently decreased by 55% and 75% on 72 h by treatment with 25 and 50 microm delta tocotrienol, respectively. from these findings, delta tocotrienol at up to 50 microm dose dependently caused a reduction in melanin content by the decrease of trp 1 and trp 2 as well as tyrosinase, and no cytotoxicity.",Effect of δ-tocotrienol on melanin content and enzymes for melanin synthesis in mouse melanoma cells.,tocotrienol
"['Animals', 'Dioxoles', 'pharmacology', 'Furans', 'pharmacology', 'Male', 'Rats', 'Rats, Wistar', 'Tissue Distribution', 'Tocotrienols', 'Vitamin E', 'administration & dosage', 'analogs & derivatives', 'blood', 'pharmacokinetics', 'alpha-Tocopherol', 'blood', 'pharmacokinetics']",12030315,"we have shown that sesame lignans added to rat diet resulted in significantly greater plasma and tissue concentrations of alpha  and gamma tocopherol concentrations in supplemented rats than in rats without supplementation. in the present studies we examined whether sesaminol, a sesame lignan, enhances tocotrienol concentrations in plasma and tissues of rats fed diets containing a tocotrienol rich fraction of palm oil (t mix). in experiment 1, effects of sesaminol on tocotrienol concentrations in plasma, liver, and kidney were evaluated in rats fed diets containing 20 mg/kg of t mix (20t) and 50 mg/kg of t mix (50t) with or without 0.1% sesaminol. although the t mix contained 23% alpha tocopherol, 22% alpha tocotrienol, and 34% gamma tocotrienol, alpha tocopherol constituted most or all of the vitamin e in plasma and tissue (from 97% in kidney to 100% in plasma), with no or very little alpha tocotrienol and no gamma tocotrienol at all. addition of sesaminol to the t mix resulted in significantly higher plasma, liver, and kidney alpha tocopherol concentrations compared to values for t mix alone. further, t mix with sesaminol resulted in significantly higher alpha tocotrienol concentrations in kidney, although the concentration was very low. in experiment 2, we examined whether sesaminol caused enhanced absorption of alpha tocopherol and alpha tocotrienol in a dosage regimen supplying t mix and sesaminol on alternating days and observed significantly higher levels of alpha tocopherol and alpha tocotrienol in rats fed sesaminol, even without simultaneous intake, compared to those in rats without sesaminol. in experiment 3, alpha tocopherol was supplied to the stomach with and without sesaminol, and alpha tocopherol concentrations in the lymph fluid were measured. a tocopherol concentrations were not different between groups. these results indicated that sesaminol produced markedly higher alpha tocopherol concentrations in plasma and tissue and significantly greater alpha tocotrienol concentrations in kidney and various other tissues, but the concentrations of alpha tocotrienol were extremely low compared to those of a tocopherol (exps. 1 and 2). however, the sesaminol induced increases of a tocopherol and a tocotrienol concentrations in plasma and tissue were not caused by their enhanced absorption since sesaminol did not enhance their absorption.",Effect of sesaminol on plasma and tissue alpha-tocopherol and alpha-tocotrienol concentrations in rats fed a vitamin E concentrate rich in tocotrienols.,tocotrienol
"['Animals', 'Cardiotonic Agents', 'chemistry', 'pharmacology', 'Caveolin 1', 'metabolism', 'Caveolin 3', 'metabolism', 'Heme Oxygenase-1', 'metabolism', 'In Vitro Techniques', 'Isomerism', 'Male', 'Myocardial Ischemia', 'enzymology', 'Myocardium', 'enzymology', 'metabolism', 'Nitric Oxide Synthase Type III', 'metabolism', 'Proteasome Endopeptidase Complex', 'metabolism', 'Protein Binding', 'drug effects', 'Protein Subunits', 'metabolism', 'Rats', 'Rats, Sprague-Dawley', 'Tocotrienols', 'chemistry', 'pharmacology', 'p38 Mitogen-Activated Protein Kinases', 'metabolism', 'src-Family Kinases', 'metabolism']",18769056,"the effect of different isomers of tocotrienol was tested on myocardial ischemia reperfusion injury. although all of the tocotrienol isomers offered some degree of cardioprotection, gamma tocotrienol was the most protective as evident from the result of myocardial apoptosis. to study the mechanism of tocotrienol mediated cardioprotection, we examined the interaction and/or translocation of different signaling components to caveolins and activity of proteasome. the results suggest that differential interaction of map kinases with caveolin 1/3 in conjuncture with proteasome stabilization play a unique role in tocotrienol mediated cardioprotection possibly by altering the availability of pro survival and anti survival proteins.",Caveolin and proteasome in tocotrienol mediated myocardial protection.,tocotrienol
[],31167948,"epidemiological evidence correlates low serum vitamin a (retinol) levels with increased susceptibility to active tuberculosis (tb); however, retinol is biologically inactive and must be converted into its bioactive form, all ",Vitamin A Metabolism by Dendritic Cells Triggers an Antimicrobial Response against Mycobacterium tuberculosis.,vitamin A (retinol)
"['Adult', 'Aged', 'Aging', 'metabolism', 'Diet', 'Humans', 'Intestinal Absorption', 'Middle Aged', 'Retinoids', 'administration & dosage', 'metabolism', 'pharmacokinetics']",2046973,"absorption of the dietary components of vitamin a, retinol and beta carotene, was found to be slightly more efficient in the aging gut. postprandial clearance of retinyl esters from the circulation was significantly slower in older than in younger subjects.",Processing of dietary retinoids is slowed in the elderly.,vitamin A (retinol)
"['Alcohol Dehydrogenase', 'physiology', 'Animals', 'Ethanol', 'adverse effects', 'pharmacokinetics', 'Female', 'Fetal Alcohol Spectrum Disorders', 'enzymology', 'Humans', 'Infant, Newborn', 'Pregnancy', 'Tretinoin', 'antagonists & inhibitors', 'metabolism', 'Vitamin A', 'metabolism']",1877746,"ethanol acts as a teratogen causing brain, craniofacial, and limb abnormalities in those suffering from fetal alcohol syndrome. normal embryonic development of the vertebrate nervous system and limbs has recently been shown to be governed by retinoic acid, the active form of vitamin a. retinol dehydrogenase is an enzyme needed to convert vitamin a (retinol) to retinoic acid, a molecule that specifies embryonic pattern formation by controlling gene expression. ethanol acts as a competitive inhibitor of the retinol dehydrogenase activity attributed to mammalian alcohol dehydrogenase (adh), an enzyme that uses both retinol and ethanol as substrates. an hypothesis is presented in which many of the abnormalities observed in fetal alcohol syndrome may be caused by high levels of ethanol acting as a competitive inhibitor of adh catalyzed retinol oxidation in the embryo or fetus. this would presumably result in a reduction of retinoic acid synthesis in embryonic tissues such as the nervous system and limbs that require critical levels of this molecule to specify spatial patterns.",A hypothetical mechanism for fetal alcohol syndrome involving ethanol inhibition of retinoic acid synthesis at the alcohol dehydrogenase step.,vitamin A (retinol)
"['Animals', 'Bone Resorption', 'Dietary Supplements', 'adverse effects', 'Female', 'Fractures, Bone', 'etiology', 'Humans', 'Hypervitaminosis A', 'complications', 'Male', 'Osteoporosis', 'etiology', 'metabolism', 'Risk Factors', 'Vitamin A', 'administration & dosage', 'adverse effects']",15080368,"effects of toxic amounts of vitamin a include skeletal effects; from acute toxic exposure to chronic high dose intake of vitamin a, these effects have led experts to speculate that long term consumption of diets high in vitamin a (retinol) stimulates bone resorption and inhibits bone formation, and may contribute to osteoporosis and hip fractures.",Vitamin A supplementation and risk of skeletal fracture.,vitamin A (retinol)
"['Adult', 'Aged', 'Clinical Trials as Topic', 'Female', 'Humans', 'Keratoconjunctivitis', 'drug therapy', 'pathology', 'Male', 'Middle Aged', 'Ophthalmic Solutions', 'Time Factors', 'Vitamin A', 'administration & dosage']",3285694,"we treated 12 patients with superior limbic keratoconjunctivitis with topical vitamin a (retinol palmitate) eyedrops. after a follow up period of at least three months, this therapy was found to be effective, to a varying extent, in ten patients (83%). superior limbic keratoconjunctivitis lesions did not recur in these patients as long as topical application was continued.",Vitamin A eyedrops for superior limbic keratoconjunctivitis.,vitamin A (retinol)
"['Animals', 'Folic Acid', 'analysis', 'standards', 'Humans', 'Infant', 'Infant Food', 'analysis', 'standards', 'Legislation, Food', 'Milk', 'chemistry', 'standards', 'Pantothenic Acid', 'analysis', 'standards', 'Reference Standards', 'United States', 'United States Food and Drug Administration', 'legislation & jurisprudence', 'Vitamin A', 'analysis', 'standards', 'Vitamin E', 'analysis', 'standards', 'Vitamins', 'analysis', 'standards']",8471865,"in 1982, the u.s. food and drug administration, the infant formula council and its member companies, contract laboratories, and other government laboratories began a study of analytical methods for the nutrients listed in the infant formula act of 1980 (p.l. 96 359). four phases of the study have been completed and are discussed in earlier reports. the present report provides data on phase v, in which 13 laboratories collaboratively studied individual methods for folic acid, pantothenic acid, and vitamin e, in addition to 2 methods for vitamin a. vitamins a and e are determined by liquid chromatography. folic acid and pantothenic acid are determined by microbiological methods using acidimetric and/or turbidimetric assays as the determinative step. in most cases, relative standard deviations for repeatability, rsdr, and reproducibility, rsdr, are as good as those that would be predicted from other collaborative studies. rsdr and rsdr values obtained for the 5 methods are 9.35 and 25.44% for folic acid, 4.59 and 10.23% for pantothenic acid, 8.46 and 11.69% for vitamin e, 3.62 and 9.72% for vitamin a (retinol isomers), and 4.9 and 10.5% for vitamin a (retinol). the 5 methods have been adopted first action by aoac international.","Analysis of milk-based infant formula. Phase V. Vitamins A and E, folic acid, and pantothenic acid: Food and Drug Administration-Infant Formula Council: collaborative study.",vitamin A (retinol)
"['Aldehyde Oxidoreductases', 'chemistry', 'isolation & purification', 'Animals', 'Crystallization', 'Crystallography, X-Ray', 'Isoenzymes', 'chemistry', 'isolation & purification', 'Recombinant Fusion Proteins', 'chemistry', 'isolation & purification', 'Retinal Dehydrogenase']",9761861,"one enzyme which catalyzes the last step of the formation of the hormone retinoic acid from vitamin a (retinol) is retinal dehydrogenase type ii (ra1dh2). ra1dh2, expressed in the escherichia coli bl21(de3) strain, was purified and crystallized using ammonium sulfate as a precipitant. these crystals belong to the space group p212121 (a = 108, b = 150, c = 168 a, alpha = beta = gamma = 90 degrees).","Purification, crystallization and preliminary X-ray diffraction studies of retinal dehydrogenase type II.",vitamin A (retinol)
"['Animals', 'Humans', 'Receptors, Retinoic Acid', 'genetics', 'metabolism', 'Retinoids', 'pharmacology', 'Signal Transduction']",8276261,"retinoids are derivatives of vitamin a (retinol) that exert a wide variety of profound effects on vertebrate development, cellular differentiation and homeostasis. how these simple molecules can exert such pleiotropic effects has recently been an area of intensive investigation. a complex array of combinatorial effects is beginning to emerge from molecular and genetic studies, which may ultimately account for the pleiotropic effects of retinoids.",The molecular and genetic dissection of the retinoid signalling pathway.,vitamin A (retinol)
[],31081127,"cutaneous viral warts are benign epidermal proliferations caused by human papillomaviruses (hpvs). despite treatment, a significant proportion of warts fail to resolve, becoming recalcitrant. vitamin a (retinol) may disrupt the interplay of hpv replication and epithelial cell differentiation, allowing normal tissue to replace warts. circulating retinol binding protein (rbp) concentrations highly correlate with retinol levels.
we aimed at evaluation of serum rbp level in patients with recalcitrant cutaneous warts in order to assess its correlation with disease pathogenesis.
serum rbp level was measured by an elisa technique in 50 patients with recalcitrant cutaneous warts and 30 apparently healthy controls.
serum rbp level was significantly lower in patients with recalcitrant warts than the control group (p < 0.001). however, it did not differ regarding different clinical parameters in studied patients (p > 0.05 each). rbp is a reliable biomarker for significant early detection and discrimination between patients and healthy controls (p < 0.001) at a cutoff value ≤1034.6 μg/ml, with sensitivity and specificity (100% each).
our results revealed that low serum rbp as a relatively cheap biomarker with high specificity and sensitivity is a reliable indicator of vitamin a (retinol) deficiency that may play a role in the pathogenesis of recalcitrant cutaneous warts among our studied patients.",Serum retinol-binding protein: a novel biomarker for recalcitrant cutaneous warts.,vitamin A (retinol)
"['Animals', 'Cattle', 'Chromatography, Thin Layer', 'Corpus Luteum', 'metabolism', 'Female', 'Spectrometry, Fluorescence', 'Spectrophotometry, Ultraviolet', 'Vitamin A', 'analogs & derivatives', 'biosynthesis', 'isolation & purification']",1120145,"the bovine corpus luteum was found to contain retinol, as analyzed by fluorometry and the formation of anhydroretinol. after the incubation of beta [15,15 foot 3h] carotene with slices of corpus luteum tissue the biosynthesis of radioactive retinol was demonstrated. alumina column chromatography, thin layer chromatography, and high speed liquid chromatography were used to isolate and identify radioactive vitamin a. retinol was also found to form a polar complex, from which could be released by acid hydrolysis.",Biosynthesis of retinol in bovine corpus luteum tissue.,vitamin A (retinol)
[],31071241,vitamin c (ascorbic acid) and vitamin b,Vitamin C and B,vitamin C (ascorbic acid)
[],31336644,during analysis of kiwifruit derived from hybrids between the high vitamin c (ascorbic acid; asa) species ,Molecular Characterisation of a Supergene Conditioning Super-High Vitamin C in Kiwifruit Hybrids.,vitamin C (ascorbic acid)
[],19870431,"the experimental evidence presented in this paper shows that multiple paralytic doses of poliomyelitis virus, when mixed with very small amounts of crystalline vitamin c (ascorbic acid), are rendered non infectious as determined by intracerebral injection of such mixtures into rhesus monkeys.",INACTIVATION OF POLIOMYELITIS VIRUS IN VITRO BY CRYSTALLINE VITAMIN C (ASCORBIC ACID).,vitamin C (ascorbic acid)
"['Antioxidants', 'chemistry', 'Ascorbic Acid', 'analysis', 'blood', 'Carbon', 'chemistry', 'Colorimetry', 'methods', 'Copper', 'analysis', 'blood', 'Fluorometry', 'methods', 'Hydrogen-Ion Concentration', 'Limit of Detection', 'Nitrogen', 'chemistry', 'Oxygen', 'analysis', 'Quantum Dots', 'chemistry', 'Reactive Oxygen Species', 'chemistry', 'Solubility']",30903223,"we present a facile strategy for highly sensitive and selective determination of copper(ii) ions and vitamin c (ascorbic acid, aa) using new amino terminated nitrogen doped carbon quantum dots (cqds) synthesized from melamine as the carbon and nitrogen source by the hydrothermal method. the cqds have superior optical features, including a ph sensitive photoinduced electron transfer process. the cqds form a complex with cu",Efficient dual-mode colorimetric/fluorometric sensor for the detection of copper ions and vitamin C based on pH-sensitive amino-terminated nitrogen-doped carbon quantum dots: effect of reactive oxygen species and antioxidants.,vitamin C (ascorbic acid)
"['Animals', 'Antioxidants', 'metabolism', 'Ascorbic Acid', 'biosynthesis', 'genetics', 'metabolism', 'Evolution, Molecular', 'Free Radicals', 'Humans', 'Models, Chemical', 'Models, Molecular', 'Oxidation-Reduction', 'Plants', 'Reactive Oxygen Species']",11853951,"vitamin c (ascorbic acid (aa)) is very popular for its antioxidant properties. consequently, many other important aspects of this multifaceted molecule are often underestimated or even ignored. in the present paper, we have tried to bring to the foreground some of these aspects, including the peculiarities of the aa biosynthetic pathway in different organisms, the remarkable function of aa as a co substrate of many important dioxygenases, the role of aa regenerating enzymes and the known pathways of aa catabolism, as well as the intriguing function of aa in gene expression.",Ascorbic acid: much more than just an antioxidant.,vitamin C (ascorbic acid)
[],30174242,"vitamin c (ascorbic acid, ascorbate), despite controversy, has re emerged as a promising anti cancer agent. recent knowledge of intravenous ascorbate pharmacokinetics and discovery of unexpected mechanisms of ascorbate action have spawned many investigations. two mechanisms of anti cancer activity with ascorbate have gained prominence: hydrogen peroxide induced oxidative stress and dna demethylation mediated by ten eleven translocation enzyme activation. here, we highlight salient aspects of the evolution of ascorbate in cancer treatment, provide insights into the pharmacokinetics of ascorbate, describe mechanisms of its anti cancer activity in relation to the pharmacokinetics, outline promising preclinical and clinical evidence, and recommend future directions.",Ascorbic Acid in Cancer Treatment: Let the Phoenix Fly.,vitamin C (ascorbic acid)
"['Adult', 'Ascorbic Acid', 'blood', 'therapeutic use', 'Ascorbic Acid Deficiency', 'etiology', 'Crohn Disease', 'blood', 'complications', 'Female', 'Humans', 'Leukocytes', 'metabolism', 'Male', 'Scurvy', 'drug therapy', 'etiology']",432168,"a case of scurvy presenting in a patient with crohn's disease is reported. a normal response to replacement therapy is seen. vitamin c (ascorbic acid) deficiency was found in 7 out of 10 patients with clinically quiescent crohn's disease, 4 of whom had an adequate oral intake of vitamin c. there was no significant difference in oral intake between patients with crohn's disease and matched controls but there was a significant difference (p less than 0.001) in leucocyte ascorbic acid levels. it is recommended that patients with crohn's disease be screened for vitamin c deficiency and receive prophylactic vitamin c supplements daily.",Scurvy and vitamin C deficiency in Crohn's disease.,vitamin C (ascorbic acid)
"['Adult', 'Ammonium Hydroxide', 'Ascorbic Acid', 'analysis', 'Chromatography, High Pressure Liquid', 'methods', 'Female', 'Humans', 'Hydroxides', 'Male', 'Middle Aged', 'Reference Values', 'Reflex', 'drug effects', 'Tears', 'analysis', 'drug effects']",3827714,"human tears, collected using the schirmer strip method, were analyzed by high performance liquid chromatography for vitamin c (ascorbic acid). in ""basal"" tears, the levels of ascorbic acid ranged from 3.9 to 23 mg/dl (220 to 1310 mumol/l); lower values correlated with higher tear flow rates. in reflex tears, induced by brief ammonia inhalation, the ascorbic acid level fell dramatically and appeared to reach a minimum level around 2 mg/dl (110 mumol/l). even the low level in reflex tears, however, was consistently higher than plasma levels. ascorbic acid in tears has a potential anti inflammatory role.",Vitamin C levels in human tears.,vitamin C (ascorbic acid)
"['Ascorbic Acid', 'urine', 'False Negative Reactions', 'False Positive Reactions', 'Glycosuria', 'diagnosis', 'Hemoglobinuria', 'diagnosis', 'Humans', 'Indicators and Reagents', 'Reagent Strips']",3955816,"vitamin c (ascorbic acid), commonly taken as a dietary supplement and excreted in the urine, can interfere with peroxidase redox indicator systems such as those used in reagent strip tests for urinary glucose and hemoglobin. we investigated whether the concentrations of ascorbic acid in urine after modest supplementary doses of vitamin c are high enough to interfere with such dipstick tests. after adding glucose or hemoglobin to urine collected from persons not taking vitamin c and from persons taking 350 to 1000 mg of vitamin c daily, we tested four reagent strips for interference and found that these commonly taken doses did frequently interfere with all test systems examined.",Ascorbic acid interference in reagent-strip reactions for assay of urinary glucose and hemoglobin.,vitamin C (ascorbic acid)
"['Antioxidants', 'Ascorbic Acid', 'pharmacology', 'Humans', 'Lipid Peroxides', 'blood', 'Models, Chemical', 'Osmolar Concentration']",3768406,"the inhibition of autoxidation of plasma lipids by vitamin c (ascorbic acid) has been studied. the ascorbate stoichiometric factor, n, i.e., the number of peroxyl radicals trapped by each ascorbate molecule, decreases as the concentration of ascorbate increases. this is attributed to the fact that ascorbate not only acts as a radical trapping antioxidant, but can also undergo autoxidation. the data indicate that n    2.0 as [ascorbate]    0 and that n    0 as [ascorbate]    infinity. this concentration dependent behaviour accounts for the wide variation of n values reported in the literature. it is suggested that this autoxidative destruction of ascorbate may play a role regulating its concentration in blood plasma.",The antioxidant efficiency of vitamin C is concentration-dependent.,vitamin C (ascorbic acid)
"['Animals', 'Apoptosis', 'drug effects', 'Arachidonate 15-Lipoxygenase', 'metabolism', 'Cell Line', 'Cytoprotection', 'drug effects', 'Iron', 'metabolism', 'Lipid Peroxidation', 'drug effects', 'Mice', 'Vitamins', 'pharmacology', 'alpha-Tocopherol', 'analogs & derivatives', 'pharmacology']",30110365,"ferroptosis is a form of programmed cell death associated with inflammation, neurodegeneration, and ischemia. vitamin e (alpha tocopherol) has been reported to prevent ferroptosis, but the mechanism by which this occurs is controversial. to elucidate the biochemical mechanism of vitamin e activity, we systematically investigated the effects of its major vitamers and metabolites on lipid oxidation and ferroptosis in a striatal cell model. we found that a specific endogenous metabolite of vitamin e, alpha tocopherol hydroquinone, was a dramatically more potent inhibitor of ferroptosis than its parent compound, and inhibits 15 lipoxygenase via reduction of the enzyme's non heme iron from its active fe3+ state to an inactive fe2+ state. furthermore, a non metabolizable isosteric analog of vitamin e which retains antioxidant activity neither inhibited 15 lipoxygenase nor prevented ferroptosis. these results call into question the prevailing model that vitamin e acts predominantly as a non specific lipophilic antioxidant. we propose that, similar to the other lipophilic vitamins a, d and k, vitamin e is instead a pro vitamin, with its quinone/hydroquinone metabolites responsible for its anti ferroptotic cytoprotective activity.",Vitamin E hydroquinone is an endogenous regulator of ferroptosis via redox control of 15-lipoxygenase.,vitamin E (alpha tocopherol)
"['Animals', 'Antioxidants', 'chemistry', 'pharmacokinetics', 'therapeutic use', 'Benzofurans', 'chemistry', 'pharmacokinetics', 'therapeutic use', 'Biological Availability', 'Humans', 'Inflammation', 'drug therapy', 'etiology', 'Molecular Structure', 'Reperfusion Injury', 'complications', 'drug therapy', 'physiopathology', 'Vitamin E', 'analogs & derivatives', 'chemistry', 'pharmacokinetics', 'therapeutic use', 'Wound Healing', 'drug effects']",17346222,"raxofelast, also named irfi 016 or (+/ )5 (acetyloxy) 2,3 dihydro 4,6,7 trimethyl 2 benzofuranacetic acid, belongs to a family of novel molecules designed with the aim to maximize antioxidant potency of phenols related to vitamin e (alpha tocopherol). this review will focus on the antioxidant and radical scavenging activity of this new promising compound.","Raxofelast, (+/-)5-(acetyloxy)-2,3-dihydro-4,6,7-trimethyl-2-benzofuranacetic acid: a new antioxidant to modulate the inflammatory response during ischemia-reperfusion injury and impaired wound healing.",vitamin E (alpha tocopherol)
"['Adult', 'Aged', 'Aging', 'Cataract', 'metabolism', 'Ceramides', 'metabolism', 'Cholesterol', 'metabolism', 'Chromatography, High Pressure Liquid', 'Humans', 'In Vitro Techniques', 'Lanosterol', 'analogs & derivatives', 'metabolism', 'Lens, Crystalline', 'metabolism', 'Lipid Metabolism', 'Middle Aged', 'Vitamin E', 'metabolism']",6873207,"a simple and rapid high pressure liquid chromatographic method (hplc) was developed to analyse the neutral lipid fraction from normal and cataractous human lenses. no differences were found between old normal and cataractous lenses suggesting that membrane deterioration in cataracts is not due to oxidation of these components. several new lens components were isolated and identified including cholesterol metabolites, and vitamin e (alpha tocopherol).",The state of neutral lipids in normal and cataractous human lenses.,vitamin E (alpha tocopherol)
"['Animals', 'Benzoates', 'Benzoic Acid', 'Drug Synergism', 'Female', 'Humans', 'Hydroxylation', 'drug effects', 'Lipid Peroxidation', 'drug effects', 'Liposomes', 'Mice', 'Mice, Inbred Strains', 'Nickel', 'toxicity', 'Oxidative Stress', 'drug effects', 'Reactive Oxygen Species', 'Vitamin E', 'pharmacology']",8543477,"vitamin e (alpha tocopherol), a well known naturally occurring chain breaking antioxidant and a free radical scavenger was found to exacerbate nickel (ni) toxicity in mice. vitamin e (vit. e) mediated enhancement of nickel toxicity was demonstrated by (i) enhanced mortality in mice treated with ni and vit. e (ii) increased hepatic lipid peroxidation, (iii) increased rate of benzoate hydroxylation, and (iv) liposomal membrane damage.",Exacerbation of nickel induced oxidative response by vitamin E.,vitamin E (alpha tocopherol)
"['Animals', 'Antioxidants', 'pharmacology', 'Cataract', 'physiopathology', 'prevention & control', 'Erythema', 'prevention & control', 'Humans', 'Light', 'Neoplasms, Radiation-Induced', 'prevention & control', 'Radiation-Protective Agents', 'pharmacology', 'therapeutic use', 'Retinal Degeneration', 'physiopathology', 'prevention & control', 'Skin', 'drug effects', 'radiation effects', 'Skin Aging', 'drug effects', 'radiation effects', 'Skin Neoplasms', 'prevention & control', 'Ultraviolet Rays', 'Vitamin E', 'pharmacology', 'therapeutic use']",8415922,"the antioxidant vitamin e (alpha tocopherol) may protect both animal and plant cell membranes from light induced damage. the various biochemical and biophysical modes of protection are considered. an examination is made of the evidence that vitamin e plays an important prophylactic role against a number of serious light induced diseases and conditions of the eye (cataractogenesis and retinal photodeterioration) and skin (erythrocyte photohemolysis, photoerythema, photoaging and photocarcinogenesis) that are mediated by photooxidative damage to cell membranes.",Evidence for the photoprotective effects of vitamin E.,vitamin E (alpha tocopherol)
[],22058606,"the environmental determinants of diabetes in the young study (teddy) aims at examining the associations between islet autoimmunity and various environmental exposures, (e.g. diet) in finland, germany, sweden and the united states (us). in order to produce comparable results from dietary assessments, the national food composition databases (fcdb) must contain mutually comparable food composition data. systematic comparison (definition, unit of measurement, and method of analysis) of energy, protein, fats, carbohydrates, cholesterol, fiber, 13 vitamins, and 8 minerals was carried out among the fcdb of the four countries. total fat, cholesterol, vitamin a: retinol equivalents and beta carotene, thiamin, riboflavin, pyridoxine, vitamin b(12), calcium, phosphorus, potassium, magnesium, iron, and zinc are comparable across all four databases. carbohydrates, fiber, sugars, fatty acids, vitamin d, vitamin e: alpha tocopherol, vitamin k, vitamin c, pantothenic acid, niacin, manganese, and copper are comparable or can be converted comparable at least across three of the databases. vitamin e: alpha tocopherol equivalents, will be comparable across all databases after finland and germany subtract tocotrienols from their values. nitrogen values were added to the swedish and us databases. after recalculation of protein from nitrogen (sweden and us), and subtraction of fiber from the total carbohydrate (finland) followed by recalculations of energy, these values will be comparable across the countries. starch and folate are not comparable.",Food composition database harmonization for between-country comparisons of nutrient data in the TEDDY Study.,vitamin E (alpha tocopherol)
"['Animals', 'Antioxidants', 'chemistry', 'Biocompatible Materials', 'Blood Coagulation', 'Cellulose', 'Cytokines', 'biosynthesis', 'Dogs', 'Equipment Design', 'Erythrocytes', 'drug effects', 'metabolism', 'Leukocyte Elastase', 'biosynthesis', 'Membranes, Artificial', 'Renal Dialysis', 'instrumentation', 'Surface Properties', 'Vitamin E', 'chemistry']",11091167,"there has been a demand for hemodialysis membranes of better biocompatibility, the use of which would reduce the incidence of complications in patients who have been under long hemodialysis treatment. we developed a surface modification technique consisting of forming efficiently a synthetic polymer layer on the inside of the regenerated cellulose hollow fiber without impairing fiber performance. our newly developed membrane has excellent biocompatibility by modifying the inner surface and by immobilizing vitamin e (alpha tocopherol), which serves as an antioxidant, to the modified surface.",Vitamin E modified cellulose membrane.,vitamin E (alpha tocopherol)
